SC_Alien.ElapsedSecs      SC_Alien.EarthMJ2000Eq.X   SC_Alien.EarthMJ2000Eq.Y   SC_Alien.EarthMJ2000Eq.Z   SC_Alien.EarthMJ2000Eq.VX   SC_Alien.EarthMJ2000Eq.VY   SC_Alien.EarthMJ2000Eq.VZ   SC_Human.ElapsedSecs      SC_Human.EarthMJ2000Eq.X   SC_Human.EarthMJ2000Eq.Y   SC_Human.EarthMJ2000Eq.Z   SC_Human.EarthMJ2000Eq.VX   SC_Human.EarthMJ2000Eq.VY   SC_Human.EarthMJ2000Eq.VZ   
54.00000005029142         2450.355773453256          4617.682179554178          -4804.452921210891         6.239202335807596           0.9025157129421926          4.049534152747299           54.00000005029142         -3129.461201746329         -6090.422433681585         -284.9916985406583         5.575711271469748           -3.793598386092401          -5.715097230296004          
54.99999996973202         2456.593610167743          4618.582123776024          -4800.400712484256         6.236469935333383           0.8973725637084514          4.054882548373929           54.99999996973202         -3123.883554280613         -6094.212260908132         -290.7066181628777         5.579582208530018           -3.786055870616283          -5.714740862597643          
55.99999988917261         2462.828711008767          4619.476924348463          -4796.34315761943          6.233730589391053           0.8922284150836133          4.060226428135375           55.99999988917261         -3118.302040232446         -6097.994545033481         -296.4211779639913         5.583444436062758           -3.778512187128528          -5.714377589313066          
57.00000012293458         2469.061069032386          4620.366580274969          -4792.280261135256         6.23098430103138            0.8870832727966438          4.065565786080234           57.00000012293458         -3112.716668312281         -6101.769284899912         -302.1353710421032         5.587297952219552           -3.770967356210157          -5.714007417827309          
58.00000004237518         2475.29067729771           4621.251090564745          -4788.212027556524         6.228231073312862           0.8819371425776147          4.070900616262137           58.00000004237518         -3107.1274472324           -6105.536479370277         -307.8491905027155         5.591142755200501           -3.763421398419443          -5.713630355551451          
58.99999996181577         2481.517528866913          4622.130454232724          -4784.138461413965         6.225470909301731           0.8767900301576982          4.076230912739763           58.99999996181577         -3101.534385706857         -6109.296127327971         -313.5626294587546         5.594978843254155           -3.755874334291759          -5.71324640992249           
59.99999988125637         2487.74161680524           4623.004670299571          -4780.059567244255         6.222703812071944           0.8716419412691604          4.081556669576831           59.99999988125637         -3095.937492451435         -6113.048227676919         -319.2756810305967         5.598806214677437           -3.748326184339426          -5.712855588403226          
61.00000011501834         2493.962934181012          4623.873737791684          -4775.975349590001         6.219929784705176           0.8664928816453551          4.086877880842126           61.00000011501834         -3090.336776183598         -6116.79277934154          -324.9883383460935         5.602624867815567           -3.74077696905157           -5.712457898482148          
62.00000003445894         2500.181474065635          4624.737655741194          -4771.885812999737         6.217148830290824           0.8613428570207167          4.092194540609489           62.00000003445894         -3084.732245622436         -6120.529781266732         -330.7005945405981         5.60643480106199            -3.733226708893969          -5.712053347673308          
62.99999995389953         2506.39722953361           4625.596423185968          -4767.790962027922         6.214360951925999           0.8561918731307547          4.097506642957828           62.99999995389953         -3079.123909488624         -6124.259232417852         -336.4124427569903         5.610236012858301           -3.725675424308904          -5.711641943516209          
63.99999987334013         2512.610193662538          4626.450039169611          -4763.690801234932         6.211566152715518           0.8510399357120468          4.102814181971137           63.99999987334013         -3073.511776504373         -6127.981131780682         -342.1238761457023         5.614028501694165           -3.718123135715016          -5.711223693575687          
65.0000001071021          2518.820359533129          4627.298502741462          -4759.585335187061         6.20876443577191            0.8458870505022328          4.10811715173848            65.0000001071021          -3067.895855393377         -6131.695478361411         -347.8348878647435         5.617812266107251           -3.710569863507156          -5.710798605441787          
66.00000002654269         2525.027720229211          4628.141812956597          -4755.474568456507         6.205955804215407           0.8407332232400075          4.113415546354016           66.00000002654269         -3062.276154880771         -6135.402271186616         -353.545471079726          5.621587304683143           -3.703015628056243          -5.710366686729652          
66.99999994598329         2531.232268837733          4628.979968875836          -4751.358505621371         6.203140261173942           0.8355784596651157          4.118709359916997           66.99999994598329         -3056.652683693079         -6139.101509303227         -359.2556189638897         5.625353616055272           -3.695460449709115          -5.709927945079396          
67.99999986542389         2537.433998448776          4629.812969565736          -4747.237151265656         6.200317809783148           0.8304227655183443          4.123998586531779           67.99999986542389         -3051.025450558168         -6142.793191778511         -364.9653246981268         5.629111198904832           -3.687904348788386          -5.709482388155994          
69.00000009918585         2543.632902155563          4630.640814098596          -4743.110509979255         6.197488453186346           0.8252661465415165          4.129283220307825           69.00000009918585         -3045.3944642052           -6146.477317700045         -370.674581471007          5.632860051960705           -3.680347345592305          -5.709030023649159          
70.00000001862645         2549.828973054464          4631.463501552457          -4738.978586357949         6.194652194534552           0.820108608477486           4.134563255359713           70.00000001862645         -3039.759733364586         -6150.153886175694         -376.3833824788019         5.636600173999384           -3.672789460394608          -5.708570859273227          
70.99999993806705         2556.022204245001          4632.281031011104          -4734.841385003403         6.191809036986466           0.8149501570701299          4.139838685807145           70.99999993806705         -3034.121266767934         -6153.822896333583         -382.0917209255097         5.64033156384489            -3.665230713444378          -5.708104902767031          
71.99999985750765         2562.212588829861          4633.093401564065          -4730.698910523161         6.188958983708473           0.8097907980643418          4.145109505774946           71.99999985750765         -3028.479073148004         -6157.484347322074         -387.7995900228798         5.644054220368693           -3.657671124965908          -5.707632161893789          
73.00000009126961         2568.4001199149            4633.900612306616          -4726.551167530638         6.186102037874637           0.8046305372060273          4.150375709393082           73.00000009126961         -3022.833161238664         -6161.138238309739         -393.5069829904371         5.647768142489633           -3.650110715158551          -5.707152644440979          
74.00000001071021         2574.584790609153          4634.702662339776          -4722.398160645114         6.183238202666698           0.7994693802420955          4.155637290796652           74.00000001071021         -3017.183539774837         -6164.784568485339         -399.2138930555055         5.651473329173839           -3.642549504196586          -5.706666358220224          
74.99999993015081         2580.766594024839          4635.499550770314          -4718.239894491737         6.18036748127407            0.7943073329204534          4.16089424412591            74.99999993015081         -3011.530217492458         -6168.423337057797         -404.9203134532332         5.655169779434648           -3.634987512229078          -5.706173311067177          
75.9999998495914          2586.945523277372          4636.291276710747          -4714.076373701506         6.177489876893831           0.7891444009900003          4.166146563526263           75.9999998495914          -3005.873203128423         -6172.05454325617          -410.6262374266155         5.658857492332523           -3.627424759379738          -5.705673510841392          
77.00000008335337         2593.121571485366          4637.077839279341          -4709.907602911278         6.17460539273073            0.7839805902006199          4.171394243148275           77.00000008335337         -3000.212505420545         -6175.678186329628         -416.3316582265194         5.662536466974968           -3.619861265746782          -5.705166965426212          
78.00000000279397         2599.294731770643          4637.859237600112          -4705.73358676375          6.171714031997179           0.7788159063031755          4.176637277147679           78.00000000279397         -2994.548133107507         -6179.294265547428         -422.0365691117069         5.66620670251645            -3.612297051402799          -5.704653682728645          
78.99999992223457         2605.464997258243          4638.635470802828          -4701.554329907469         6.168815797913243           0.7736503550495021          4.181875659685387           78.99999992223457         -2988.880094928813         -6182.90278019888          -427.7409633488592         5.669868198158309           -3.604732136394611          -5.70413367067925           
80.00000015599653         2611.632361076428          4639.406538023009          -4697.369836996812         6.165910693706643           0.7684839421924008          4.187109384927482           80.00000015599653         -2983.208399624742         -6186.503729593337         -433.4448342125992         5.673520953148688           -3.597166540743137          -5.703606937232013          
81.00000007543713         2617.796816356693          4640.17243840193           -4693.18011269199          6.162998722612754           0.7633166734856324          4.19233844704524            81.00000007543713         -2977.533055936302         -6190.097113060152         -439.1481749855161         5.677164966782429           -3.58960028444326           -5.70307349036423           
81.99999999487773         2623.958356233772          4640.933171086617          -4688.985161659038         6.160079887874595           0.7581485546839106          4.19756284021513            81.99999999487773         -2971.854072605183         -6193.682929948664         -444.8509789581874         5.680800238401005           -3.582033387463687          -5.702533338076386          
